,gene,log2FoldChange,pvalue,mean_NAFL,mean_NASH,t_statistic,padj
10316,MAPKAPK3,0.1466904310534399,0.020988329891339603,302.80392156862746,335.3191489361702,2.3468487890327183,0.04015102145859073
10259,SLC25A20,0.1619652111233657,0.021009032613797298,1546.2745098039215,1730.1063829787233,2.34646964391519,0.04018563967827704
934,ADAMTSL4,0.18039097278803462,0.021015398489670507,394.1372549019608,446.7659574468085,2.3470063405664017,0.040187844023226275
4573,OTUB2,0.2628444878046692,0.021013588472593134,16.431372549019606,19.914893617021278,2.3464883699757206,0.040187844023226275
7154,PCP2,-0.48635236932690984,0.02102647078910453,8.627450980392156,5.872340425531915,-2.350003830183436,0.04020403077708354
9785,MTFP1,0.21847601655795335,0.021051075233880872,69.01960784313725,80.46808510638297,2.347401032111881,0.04024608468263162
6046,MAGOH2P,-0.3635033793531404,0.02106271359851023,10.058823529411764,7.595744680851064,-2.3508491932517828,0.04026334228744355
5901,SHPK,0.16025777849490438,0.021118292411738925,321.62745098039215,359.531914893617,2.3473679384085044,0.04036458146687069
6418,SKAP1,-0.2295040237665185,0.021135036819078985,246.05882352941177,209.72340425531914,-2.3469621202559625,0.040391578361192594
9634,YBEY,-0.16283909874115882,0.021141857002737505,105.80392156862744,94.40425531914893,-2.346545344903985,0.04039960453782896
4085,MIR17HG,-0.374918572330209,0.02114737064788222,28.41176470588235,21.680851063829788,-2.3441599883359148,0.040405132392911165
11425,NAF1,0.18962717336186838,0.02116891840438803,52.80392156862745,60.361702127659576,2.3480217566720434,0.04044129058741639
7234,LDLR,0.4162950825393704,0.021182653763056718,324.9019607843137,433.9148936170213,2.3433312704415328,0.040462516796561196
13952,LYPLA1,-0.1606426380169937,0.02119548673140069,956.156862745098,855.2978723404256,-2.355386105079465,0.04048201423909867
14747,PKN3,0.6212962062715167,0.02120705259855119,23.274509803921568,36.340425531914896,2.3442986359268225,0.040499087069474006
7799,RASIP1,0.1925338575714595,0.021211200558459403,47.705882352941174,54.659574468085104,2.342734586067187,0.04050199145525992
8484,ITPRIPL1,0.33341837951341313,0.021237165026177396,4.352941176470588,5.74468085106383,2.3429503017130804,0.040546547765768035
10501,NAA50,0.12503642680466764,0.021281952200701955,982.7058823529412,1071.7659574468084,2.345970227548255,0.04062702539353913
2505,RTN4RL2,-0.22244065539097183,0.02129178014294463,217.37254901960785,186.17021276595744,-2.342412714441828,0.040640754545472
12815,ROS1,0.5917676786262704,0.02131473793875101,3.235294117647059,5.382978723404255,2.3479636073835555,0.040679538846462526
11149,SLC4A4,0.21298677073779246,0.021333580938636326,778.1176470588235,902.063829787234,2.3420623079881726,0.040710461360435234
8486,NEURL3,0.33686989954039137,0.021349180384895226,15.862745098039216,20.29787234042553,2.3417743252607055,0.04073021547184051
7263,ZNF433,0.18382735428773936,0.021349216529022712,33.35294117647059,38.02127659574468,2.3427510899709905,0.04073021547184051
9337,SNX21,0.1129503783029281,0.021367013205621812,97.58823529411765,105.61702127659575,2.340672047086279,0.04075912429981087
14291,CDC37L1,0.12464371775317962,0.021389082081130793,388.70588235294116,423.8723404255319,2.3405429512586227,0.04079617449521136
6458,SPAG9,0.165065414970075,0.02141277230745959,914.0392156862745,1024.9574468085107,2.343969763798635,0.040836307603179675
4730,C15orf41,0.21105433130765278,0.02141745657745246,31.607843137254903,36.744680851063826,2.3391674653029213,0.04083874613148924
3114,PARP11,0.17787050991513711,0.021419348849920347,85.29411764705883,96.61702127659575,2.3388088808897503,0.04083874613148924
2101,SMNDC1,0.13764959793973372,0.02144046780057158,137.9607843137255,151.87234042553192,2.3390389529272935,0.04087395722535081
6982,SHC2,0.13557183657935767,0.021450851616157587,588.7058823529412,646.8085106382979,2.3383368787915284,0.040887086733289786
4701,LOC100288637,0.3402289116303064,0.021452659050760915,5.470588235294118,7.191489361702128,2.3458611040863824,0.040887086733289786
2661,NEAT1,-0.44593959273994305,0.021466730200739758,4699.607843137255,3449.744680851064,-2.3432341883289722,0.04090884789923422
11158,CXCL8,1.134738550204278,0.021469545235471312,4.823529411764706,11.787234042553191,2.341817171391181,0.04090915571564222
7904,ZNF808,0.24920305318020985,0.02154962398171721,39.31372549019608,46.91489361702128,2.336549705164823,0.041056667440204433
15362,L1CAM,0.6096895866235328,0.021569948360453783,3.392156862745098,5.702127659574468,2.3473877388973774,0.04108523522030096
12072,LOC100652758,-0.19064607352855256,0.021567435712618214,25.176470588235293,21.93617021276596,-2.3361345658645982,0.04108523522030096
11836,EPB41L4A-AS2,0.48385716936439116,0.021577930429500576,3.549019607843137,5.361702127659575,2.337795715392913,0.04109536175807416
5069,SNHG21,-0.3763339699483597,0.021660571384342887,5.490196078431373,4.0,-2.3361279085733546,0.04124765674807489
6166,MYO18A,0.1697482248338105,0.021671531648727684,995.5098039215686,1119.936170212766,2.3461440137167924,0.04126343132375382
882,NBPF25P,-0.41862749273610816,0.021675076457541218,5.882352941176471,4.148936170212766,-2.341135683847504,0.04126508443392356
7412,DDX49,0.14890187867831373,0.0217617153959094,217.90196078431373,241.70212765957447,2.3328472105276195,0.04142491249027475
1752,C10orf10,0.4637575136611026,0.021779691375070104,268.62745098039215,370.8510638297872,2.3408825121915697,0.04144377955189531
14535,FAM120AOS,0.1316486444218442,0.02177963755985349,210.98039215686273,231.2340425531915,2.333399884224415,0.04144377955189531
5812,ZCCHC14,0.1706069655490259,0.021777168197321062,529.0,595.531914893617,2.3364782222142297,0.04144377955189531
13298,NSUN5,0.15034335729352552,0.02181629425186011,65.25490196078431,72.53191489361703,2.333211577581776,0.04150830661248023
2894,CEP126,0.5179593155614189,0.02182053306786923,5.196078431372549,7.872340425531915,2.341075869954594,0.041511248557174224
14057,TMEM55A,0.2743061354207993,0.02183167864509152,21.764705882352942,26.53191489361702,2.339170884984211,0.04152732753502479
6361,ATXN7L3,0.14589392363269038,0.021843431085351302,327.4901960784314,362.4468085106383,2.3379898626262836,0.0415445567533754
9631,LSS,0.3997147418966442,0.02193715501564102,1249.2941176470588,1648.4468085106382,2.3311571149861403,0.041717666075753994
12804,NT5DC1,0.13508234125053223,0.021950221037116517,638.156862745098,700.8936170212766,2.3398170649543233,0.04173736528480826
9488,BTG3,0.18112079340714488,0.021974739435861607,61.529411764705884,69.8936170212766,2.32960122763048,0.04177883313388561
3813,P2RX4,0.15801241274842096,0.021980356489084193,152.45098039215685,170.2127659574468,2.3286340998199924,0.04178435955514316
11547,OTULIN,0.1527726828240363,0.022004907134773516,393.37254901960785,437.4255319148936,2.3352906689288817,0.04182587267868368
4146,F10,0.12003734299095149,0.022036078330689397,1553.0588235294117,1687.8936170212767,2.3287305053691063,0.041879958040463315
5040,CIB2,0.467911464569214,0.022109870505160296,5.568627450980392,8.085106382978724,2.3336354630213947,0.04201502201134676
13471,LRCH4,0.1579797900157968,0.022120139030912166,175.50980392156862,195.93617021276594,2.3266662065595547,0.04202935462651872
9878,CBX6,0.24476827396786008,0.022128719981836992,195.7843137254902,232.17021276595744,2.326652981977664,0.042040477629079594
9213,PLAGL2,0.15647400309463633,0.02215715618389385,117.47058823529412,131.04255319148936,2.328324691905181,0.042089314549912694
5453,TUFM,0.10420009136230898,0.022164413371260874,1914.450980392157,2057.9148936170213,2.3265564136153127,0.04209791313844141
14718,CDK9,0.13044395023443503,0.02218018041347792,396.6470588235294,434.27659574468083,2.326054908054722,0.04212267078524133
2669,MAP3K11,0.13563033461160148,0.022212498387122737,825.3333333333334,906.7872340425532,2.3281248174005063,0.042178850552318174
3256,AEBP2,0.14692043654847367,0.022223227872929234,107.80392156862744,119.46808510638297,2.3266560953007023,0.042194027600609606
1961,LINC00865,0.3188099279954005,0.022244269014114814,8.313725490196079,10.617021276595745,2.325308671730136,0.04222877667659255
11153,ALB,0.12297969039640634,0.022275816381085105,1711431.8235294118,1863718.0,2.3270248138589267,0.0422834598802252
5744,TXNL4B,0.18058316154617401,0.022357157774725165,164.41176470588235,186.46808510638297,2.3220319995976397,0.04243263589965996
7054,ZNF57,0.21088582118942667,0.02237651588395173,28.431372549019606,33.06382978723404,2.321986079996137,0.04246414886544606
11440,SH3RF1,0.16418135663106778,0.022428071809909612,144.35294117647058,161.87234042553192,2.321010805695694,0.04255151157929811
11100,USP46,0.17652295512401822,0.022427613406018086,86.37254901960785,97.74468085106383,2.330183184541205,0.04255151157929811
6507,APPBP2,0.13419408137656147,0.022454397971464788,289.6078431372549,317.93617021276594,2.3248593906275996,0.042596216749855136
11204,PLAC8,0.2571023536013308,0.02247123878117192,115.66666666666667,138.4255319148936,2.3272221220270968,0.04262291932693498
1122,TSTD1,-0.18578190341244655,0.022474474661263386,233.11764705882354,204.82978723404256,-2.320014514971114,0.04262381299701041
2100,MXI1,-0.15641754298069208,0.02250887120951589,647.9803921568628,581.2978723404256,-2.3214231881902725,0.04267854721892836
9112,C20orf27,-0.14766480967185086,0.02250744361895895,141.31372549019608,127.46808510638297,-2.3230221221293266,0.04267854721892836
3693,NUAK1,0.21498499027158818,0.02251588286701576,160.2941176470588,186.2127659574468,2.320085911874204,0.04268659200206369
7935,CNOT3,0.15931713509808582,0.022539338176952188,170.41176470588235,190.4255319148936,2.3209949554537506,0.04271471282041931
10169,ZNF619,0.19248699711376652,0.022541798242649767,59.92156862745098,68.61702127659575,2.3213936942440827,0.04271471282041931
12703,FAM46A,0.16067647505107815,0.022538928071158627,257.27450980392155,287.70212765957444,2.3219318596274885,0.04271471282041931
6883,PSTPIP2,0.2204658125221315,0.022535870577009183,129.31372549019608,150.82978723404256,2.32019522456396,0.04271471282041931
5159,VIMP,0.20457044396186494,0.02258064490087246,336.96078431372547,388.4468085106383,2.323899716136116,0.04278306531114056
7928,ZNF331,0.2524502884088737,0.02259586715653291,77.3921568627451,92.38297872340425,2.3175989666288874,0.042806645853068065
7167,TIMM44,0.12854716671110433,0.02264154039671994,212.13725490196077,232.0,2.317888331713793,0.04288790125276217
11825,MAN2A1,0.1616634182958218,0.022653154512479887,1230.9803921568628,1377.063829787234,2.3254166689363585,0.04290462937578654
11944,EGR1,0.9331686047998602,0.02268802305910073,136.41176470588235,261.3829787234043,2.321307918174751,0.04296539141409605
9531,DONSON,0.18403626296441195,0.02269356447263522,105.90196078431373,120.44680851063829,2.315933027618053,0.04297060715728533
5190,RHOT2,0.15498879233767796,0.022698414244637942,343.2549019607843,382.29787234042556,2.321128734318081,0.04297451214657781
5046,PSMA4,0.13904888686317762,0.022724364076876856,705.9019607843137,777.4255319148937,2.3155653328147907,0.04301835964798753
11293,SEC24B,0.17764625411884644,0.0227560812009698,778.156862745098,880.2553191489362,2.319793536571866,0.043073112814653335
8225,CEBPZOS,-0.1278357979221956,0.0227612335659249,253.58823529411765,232.0,-2.316607756893443,0.04307757646524235
1012,KCNN3,0.4542335403331373,0.022804604484499346,6.392156862745098,9.127659574468085,2.3174617649222933,0.0431543620151622
10720,SLC33A1,0.22245922342289232,0.022808453879682195,408.29411764705884,476.531914893617,2.3145149968521475,0.043156349222270546
13886,RBPMS-AS1,-0.3606750687966555,0.022822999984666074,5.529411764705882,4.085106382978723,-2.3145287727576753,0.04317857292472658
14426,DCAF10,0.14241005516758218,0.0228396034152989,492.078431372549,543.2340425531914,2.321382950713787,0.04320468292682983
3904,ZMYM2,0.1626574597287143,0.022864143421226488,484.921568627451,542.9148936170212,2.314952420665306,0.04324579795424473
9876,DNAL4,0.171890540320917,0.02287354959169287,57.549019607843135,64.95744680851064,2.3127557796173837,0.043258281900776366
10782,ACTL6A,0.14953674798357391,0.022890119314498306,141.98039215686273,157.59574468085106,2.3155027253352136,0.043284308778562534
3716,ALKBH2,-0.1664006758911006,0.022941766028412202,118.07843137254902,105.1063829787234,-2.3144566563461777,0.04337665033848797
11779,LOC644285,-0.46428885112376855,0.02300171968454243,13.941176470588236,9.829787234042554,-2.3117932981653637,0.04347401157001234
8254,LINC01126,-0.5057212557398759,0.022998778784227944,5.313725490196078,3.4468085106382977,-2.3205158092754137,0.04347401157001234
796,LAMTOR5,-0.1629821291457073,0.023000305035100272,343.0980392156863,306.3404255319149,-2.321551382277676,0.04347401157001234
2258,IFITM10,-0.3050774345956165,0.023007766401172913,85.43137254901961,68.95744680851064,-2.319512133993321,0.043480109660073894
3592,KRR1,0.16835137632704802,0.023016954345221538,156.92156862745097,176.46808510638297,2.3177328590344795,0.043492141823787286
7795,RPL18,-0.15723780704311194,0.023024721991901108,2510.294117647059,2250.978723404255,-2.31723019591358,0.043497837564858984
1312,C1orf53,-0.23389526151522247,0.02302561149165299,59.1764705882353,50.170212765957444,-2.312779872694538,0.043497837564858984
317,TAF12,0.12909880385693612,0.023056289430244993,111.58823529411765,122.12765957446808,2.3096048694440987,0.04354511994929401
6171,TP53I13,-0.21293556605109296,0.023053955452877258,249.2549019607843,214.91489361702128,-2.3101880806773396,0.04354511994929401
14708,SLC2A8,0.16450851031075284,0.023084863880303987,245.2941176470588,275.0425531914894,2.309425543285759,0.043588407402651144
5347,TNFRSF17,0.7570420357990015,0.023082650135392367,2.411764705882353,4.76595744680851,2.334931492617799,0.043588407402651144
12990,RPS6KA2,0.14694541147209797,0.023096731149970334,210.64705882352942,233.3404255319149,2.312309862900608,0.04360547442310711
5790,HSDL1,0.170858812146001,0.02312924141853976,110.03921568627452,124.0,2.3085590047008493,0.043661505442589385
12728,UBE2J1,0.1952175817124949,0.023138745815860888,531.0,608.0851063829788,2.3081349960443043,0.04367409944210667
9423,PPP1R3D,0.22458330260925824,0.023146146774146396,23.0,27.04255319148936,2.308296240654711,0.043682720628842577
4604,SETD3,0.1184009350183774,0.023155839371088494,550.1764705882352,597.3191489361702,2.3144886071154187,0.04369566408617764
14249,DGAT1,0.21195912046600568,0.023176458452805675,656.6078431372549,760.6808510638298,2.310213174667427,0.04372922040960777
7447,ZNF738,0.24661303188137132,0.023184016562073244,14.96078431372549,17.93617021276596,2.307786662300791,0.04373812816170866
13197,MPLKIP,-0.15995543178336694,0.023195684270648748,530.7647058823529,474.9574468085106,-2.3088445266814017,0.04375478580699764
2857,TMEM135,0.17545920108005073,0.023212903222112856,351.70588235294116,397.3191489361702,2.3068706592182235,0.043781909588367245
10244,PLXNB1,0.14846205989395644,0.023218373559720694,1570.921568627451,1741.2978723404256,2.3093888945128214,0.043786870357212716
5364,MPV17L,-0.22010736307921897,0.023254777890612702,136.64705882352942,117.17021276595744,-2.3076336579932883,0.04385016031550588
909,ACP6,-0.175592895970597,0.02328296323767428,168.2941176470588,148.89361702127658,-2.3057447377279896,0.04389793863705814
7894,ZNF432,0.21660761955507873,0.023337965381252736,28.607843137254903,33.40425531914894,2.30714394968865,0.043996259755780566
11964,CYSTM1,0.15379221319197425,0.023375720809038516,300.47058823529414,334.3829787234043,2.3042250289719513,0.04406204764799447
9437,SLCO4A1,1.0358209157859617,0.02338990557050996,2.7254901960784315,6.638297872340425,2.3380647031080146,0.044083395376595606
8244,TMEM178A,-0.39603702440342436,0.023402910378464998,22.098039215686274,16.5531914893617,-2.3092348634891646,0.04410251427756935
10393,PTPRG,0.2036999349348327,0.02344336109320149,231.13725490196077,266.3404255319149,2.3067394481266503,0.044173343678060056
11980,PCDHA13,0.7463553570017543,0.023456563113117924,2.411764705882353,4.723404255319149,2.314797481970757,0.044192818466936214
10499,SIDT1,0.3513795994182526,0.023465672904748686,11.27450980392157,14.659574468085106,2.31023225022278,0.04420006004824855
15346,CETN2,0.21386861026936788,0.02346614072095183,183.31372549019608,212.7659574468085,2.3039215501029147,0.04420006004824855
7749,NOVA2,0.2968689225263762,0.02347695189694679,6.568627450980392,8.297872340425531,2.3028836893767712,0.044215021670562994
6400,MRPL45P2,-0.30053672154824196,0.023507330659871574,7.490196078431373,5.8936170212765955,-2.3024819558831533,0.04426682750497619
11059,KLHL5,0.16032517333170443,0.023515154030283338,789.5098039215686,882.4255319148937,2.3062008240870178,0.04427615164690745
12915,SHPRH,0.21319402645959504,0.02352096397328933,101.15686274509804,117.42553191489361,2.309133133241371,0.044281682937623836
6265,GRB7,-0.23762009632203204,0.02353762067486869,102.70588235294117,86.95744680851064,-2.303951587529053,0.044307631006648425
152,HSPB7,0.5515378338377376,0.023561838077815776,4.647058823529412,7.276595744680851,2.307219866983608,0.044347803399546554
9216,ASXL1,0.15550207114215425,0.023608180738123243,451.1764705882353,502.63829787234044,2.3063947720549804,0.04442960478999585
12422,LY6G5B,-0.39421147774611387,0.02367188941490639,16.58823529411765,12.382978723404255,-2.299385104349389,0.044544064336581445
3192,LOC101930452,-0.5785864409158412,0.02367498730657242,4.2745098039215685,2.5319148936170213,-2.30003354983376,0.0445444568349313
4640,XRCC3,0.26021810843225734,0.02368015431060278,45.31372549019608,54.46808510638298,2.3009099742491106,0.04454874179457756
992,INTS3,0.15237880005998267,0.02374945567609636,436.7647058823529,485.531914893617,2.305910835595939,0.044673664977840116
12523,BRPF3,0.15995458034711876,0.023809706269482183,522.5490196078431,583.936170212766,2.3040556404205557,0.04477607240261122
9921,C22orf46,0.15016378982692768,0.02380958993758659,139.1764705882353,154.5531914893617,2.3036002619464524,0.04477607240261122
14060,RUNX1T1,0.2869166740971738,0.023876387179073758,17.607843137254903,21.70212765957447,2.2967682168213135,0.04489599477250642
7222,AP1M2,0.8273440889533179,0.02392675113033522,3.784313725490196,7.48936170212766,2.302269250225627,0.04498521002150952
4644,TDRD9,0.45183741748179573,0.024014661394170873,3.6666666666666665,5.382978723404255,2.2995521009007183,0.045144986552119536
13167,LINC00997,0.19696691128105162,0.024029075193743123,43.86274509803921,50.42553191489362,2.2934657635891247,0.04516657550133354
7436,ZNF253,0.183160804553246,0.024033478681042175,75.19607843137256,85.51063829787235,2.296556621348228,0.04516934546210255
9714,ZNF70,0.23342659906647825,0.024043803839144576,18.274509803921568,21.659574468085108,2.292875272883515,0.04518324278255631
6391,KANSL1-AS1,-0.23044293154045634,0.024047680063542597,20.666666666666668,17.46808510638298,-2.2942024294158267,0.04518501932232008
14503,LOC392364,0.7067678932179599,0.02406080857187214,3.7450980392156863,6.74468085106383,2.308693240864482,0.04520417813216583
2915,CUL5,0.14162041639103856,0.024063862952694727,427.19607843137254,471.36170212765956,2.2985312858864435,0.04520440783985556
14549,ERCC6L2,0.1605394172951209,0.024129768022633665,153.68627450980392,171.89361702127658,2.295265781906226,0.04532268927935468
10219,LTF,0.5024683322083459,0.024168389454427203,17.80392156862745,25.638297872340427,2.308171122396697,0.04538970157374883
1233,RABGAP1L,0.17555703059018496,0.024215935667545308,329.0,371.70212765957444,2.292382298405064,0.045473456782770524
14406,LINC00950,0.25858046632422427,0.02422858509345314,10.098039215686274,12.27659574468085,2.2913571191899558,0.045491669271193164
11679,PPWD1,0.1388523531842181,0.024243447666533434,151.33333333333334,166.72340425531914,2.29179311162217,0.045514032230266184
693,GBP5,0.8132906563833342,0.024253769594947357,114.86274509803921,202.59574468085106,2.325795931227156,0.04552786629067374
1454,MARK1,0.4614893563359365,0.02427792323334438,4.686274509803922,6.829787234042553,2.302739322116458,0.04556432293077394
9773,UQCR10,-0.13887818150234435,0.02427910182761289,736.843137254902,669.1276595744681,-2.2939986688264495,0.04556432293077394
384,AGO4,0.1483880960467293,0.024329248330582077,316.9019607843137,351.3404255319149,2.294333585760738,0.0456528750623885
13944,EFCAB1,-0.39021802472151634,0.024373039713864456,5.803921568627451,4.191489361702128,-2.287400192705422,0.045729481960405056
14654,LOC101928797,-0.4744679857684662,0.02438163652215136,10.588235294117647,7.340425531914893,-2.2874724256592645,0.04574004505500213
12668,MTRNR2L9,-0.2735030489596789,0.024391576629479692,9552.823529411764,7902.95744680851,-2.302143244582351,0.04575312530681207
4043,WDFY2,0.17371733166050932,0.02444578210811072,102.76470588235294,116.04255319148936,2.2881518091810573,0.04584507503576616
2766,RNF121,0.13217702180100868,0.024446543547320076,169.76470588235293,186.14893617021278,2.2905647061963212,0.04584507503576616
11084,GNPDA2,0.23300626071403957,0.024487058807411456,27.313725490196077,32.276595744680854,2.2894762213503874,0.045915468941116803
12296,RNF144B,0.16474238208126388,0.02452425156414536,357.37254901960785,400.72340425531917,2.2851895139897795,0.04597961648600621
14686,LHX2,0.21135874203137864,0.024533573610820023,33.254901960784316,38.659574468085104,2.2853089308754666,0.04599150101629527
5215,IFT140,0.16651953944603307,0.02454648057662372,57.27450980392157,64.40425531914893,2.2856103513688066,0.046010102255295796
259,MTFR1L,-0.10708854699458219,0.024552273379048424,533.7450980392157,495.48936170212767,-2.285343185880115,0.04601536575307434
11451,SAP30,0.23994375173940055,0.02456208114567089,25.19607843137255,29.93617021276596,2.284215818920421,0.04602815181995966
10906,LOC220729,-0.2531679600351007,0.02457835150407711,66.27450980392157,55.4468085106383,-2.2920249699921014,0.04604424711951822
15332,FMR1,0.1393029005807806,0.02457418128439353,501.27450980392155,552.1914893617021,2.286800514589107,0.04604424711951822
3528,TSFM,0.14422118224818334,0.02457962987569793,275.2156862745098,304.25531914893617,2.2840861859034507,0.04604424711951822
5688,ESRP2,0.1370222317659941,0.024643266681394698,763.5490196078431,839.7234042553191,2.2912311916452475,0.04615784745803208
7271,ZNF799,0.16148196978889517,0.024676221491044807,37.94117647058823,42.5531914893617,2.2839808919422913,0.04621395854317758
8398,SLC4A5,0.3010828702340045,0.0246850103771898,9.568627450980392,12.02127659574468,2.2825593703540483,0.0462191893350905
4084,MIR4500HG,-0.7062616955983223,0.024684286525286078,7.921568627450981,4.468085106382978,-2.282419115443582,0.0462191893350905
12003,PCDHGB6,0.293686325693276,0.024715002577292363,13.823529411764707,17.170212765957448,2.2829890092466374,0.04626972613650472
4427,MPP5,0.14732579230347687,0.02472117786749381,482.29411764705884,534.2553191489362,2.2897561950414547,0.04627566770072269
9205,ID1,0.33936137558996765,0.02473770671592239,464.96078431372547,588.531914893617,2.2819559572460837,0.04629648486639062
15058,FOXP3,0.5243080655582945,0.024738304620180705,31.294117647058822,45.4468085106383,2.2814916392429163,0.04629648486639062
14736,SWI5,-0.14171974430599507,0.024742392937154505,158.2156862745098,143.31914893617022,-2.283688336902625,0.04629851582863345
10825,SENP2,0.13445693929244587,0.024790530591584526,300.2156862745098,329.63829787234044,2.2848571997157627,0.046382962394473135
10500,KIAA2018,0.18698962578926534,0.024801518222561204,608.3921568627451,692.7234042553191,2.2814142187790396,0.046397889386873684
689,GBP1,0.5963999424856824,0.024811578287106967,346.03921568627453,523.7021276595744,2.3147494635778108,0.04640615508731498
6078,FLCN,0.15157536046435308,0.024811956696162506,295.6666666666667,328.531914893617,2.285605026971015,0.04640615508731498
4871,RSL24D1,-0.1569095849246578,0.024825331568493342,437.96078431372547,392.72340425531917,-2.283459308364047,0.04642553818431124
12840,CENPW,0.4302851295288121,0.024851782998995674,6.784313725490196,9.48936170212766,2.2883146603301445,0.04646936791940768
1223,LOC101928673,0.29640041001004314,0.024886955935497574,4.803921568627451,6.127659574468085,2.2804357510729916,0.04652949304603033
10228,CCDC12,-0.13890479742230608,0.024923999626892613,171.23529411764707,155.4255319148936,-2.2807120429555336,0.04658939280477647
11712,PTCD2,0.16189914611475037,0.024925038065369158,55.90196078431372,62.659574468085104,2.2826726238026085,0.04658939280477647
2947,TTC12,0.1682372373226527,0.024951755583031397,85.58823529411765,96.29787234042553,2.277938523233138,0.04663367872755425
5284,MEFV,0.26334094644016626,0.024970331850494774,14.705882352941176,17.851063829787233,2.27771820025381,0.04666274013807005
15190,ARMCX3,0.25066489209491977,0.02501082656370215,304.7843137254902,362.8085106382979,2.277773183499609,0.04673274913738894
11670,DIMT1,0.14723987611812642,0.025036114651688694,98.03921568627452,108.68085106382979,2.277060375931951,0.04677433102097487
8449,MRPL35,0.12869159316042494,0.025054022127082316,383.2352941176471,419.0851063829787,2.2813177497467936,0.04680211548930426
15046,KCND1,0.30967984827069905,0.025067285989744798,7.823529411764706,9.936170212765957,2.2780096353248265,0.04682121978481894
5257,ATP6V0C,0.14001013117791103,0.02510845325370906,653.5098039215686,720.2127659574468,2.2758679162866455,0.04689243171561873
2984,ATP5L,-0.1463481898629742,0.025143997245277133,1047.0588235294117,945.9574468085107,-2.283143060957584,0.04694925088793052
12276,TBC1D7,0.20160902081522514,0.025144967541132664,68.52941176470588,78.95744680851064,2.274782365468216,0.04694925088793052
475,KDM4A-AS1,-0.32225238104035286,0.025174519580786908,7.352941176470588,5.680851063829787,-2.2771092231692447,0.04699873678578248
12480,RXRB,0.12729786226944712,0.02520559818308541,353.62745098039215,386.3404255319149,2.2805984877248586,0.04705106032069594
10653,RBP1,0.19502333751809145,0.025230654475977332,340.4313725490196,389.8510638297872,2.273449355418115,0.04709213075740224
2691,YIF1A,0.14165220777160792,0.02524334064208586,671.6470588235294,741.0425531914893,2.274017505733442,0.04711010563842607
4116,FGF14,1.4097302450080993,0.02525896552077036,14.607843137254902,40.46808510638298,2.3066775902978005,0.04713355984431332
14684,STRBP,0.13549515679036486,0.02526845747467221,158.2156862745098,173.89361702127658,2.27649730845003,0.04714556564044796
8708,LOC101929633,-0.305907704335885,0.02527259912040258,9.862745098039216,7.787234042553192,-2.274573769971214,0.04714758720223216
3222,LOH12CR1,0.17547711024606924,0.02528115199841196,36.03921568627451,40.829787234042556,2.27299889767657,0.04715783670411581
11265,BANK1,0.6908758236391952,0.025310544083857953,5.352941176470588,9.25531914893617,2.295150220374234,0.04720124085409919
12619,ENPP4,0.22655185586788051,0.025308781439698766,149.31372549019608,174.87234042553192,2.2732214417502816,0.04720124085409919
3657,ACTR6,0.13816414381043227,0.02531746078165539,153.76470588235293,169.31914893617022,2.2780749022662388,0.04720842922965422
150,SPEN,0.17338525829353135,0.025324983332411486,695.3137254901961,784.2340425531914,2.2788318824392744,0.047211036038184745
11699,RAD17,0.12340919336879994,0.02532202556255117,221.92156862745097,241.82978723404256,2.274150902358563,0.047211036038184745
4826,SPATA5L1,0.16223060965231148,0.0253721802977512,82.45098039215686,92.38297872340425,2.273499290797962,0.04728758506412358
5269,FLYWCH1,0.17220826498870256,0.025370282615008732,123.05882352941177,138.7872340425532,2.2729741269922186,0.04728758506412358
2300,TRIM3,0.1818778521027719,0.025391030224760792,54.294117647058826,61.723404255319146,2.2717095283441964,0.04731699661249089
1893,SAMD8,0.15747606456333138,0.025411177018364296,205.23529411764707,229.0212765957447,2.273719002393852,0.04734881751173826
2219,PKP3,1.0100332007593433,0.025422756917886473,1.4509803921568627,3.9361702127659575,2.2952414948017985,0.047364669897650244
11902,LEAP2,0.24055113321486302,0.025429757310325568,1477.8431372549019,1746.1702127659576,2.270770317614143,0.04737198748831432
2319,TUB,0.28498364318541913,0.02556274882862794,22.784313725490197,27.97872340425532,2.271292514558817,0.04761397833646937
10627,SRPRB,0.20075367421239163,0.02559314299986103,444.47058823529414,510.97872340425533,2.2695915797146724,0.04766483276502265
5766,NUDT7,0.17241053712106735,0.02560673759049828,289.4117647058824,326.27659574468083,2.267645024736253,0.04767948819118078
13804,MTUS1,0.17690441098592435,0.025607197393979167,940.6274509803922,1063.468085106383,2.2677632776613605,0.04767948819118078
7957,FCAR,0.4410131313784794,0.025620924380006845,3.5294117647058822,5.148936170212766,2.276481972748344,0.04769928645895007
5892,SGSM2,0.16095206514346014,0.02562703305464451,336.3921568627451,376.21276595744683,2.268550021471281,0.04770489840659919
7632,ADCK4,0.15707718555197367,0.02564402267060602,161.13725490196077,179.7872340425532,2.267975954923544,0.047730761500993965
12471,PSMB9,0.3325652649988042,0.025652422775649244,178.23529411764707,224.70212765957447,2.282059059129206,0.04774063277790734
3122,NDUFA9,0.13022880642468657,0.025740623089022283,589.9607843137255,645.7872340425532,2.2654912017292363,0.047898996519427466
9833,PVALB,-0.3363210247282262,0.025746834231731224,14.392156862745098,11.191489361702128,-2.26725591989757,0.04790477230878594
4944,DIS3L,0.14765625337042826,0.02576270793698933,421.4901960784314,467.02127659574467,2.2682328931417852,0.04792852277839561
